<pygame.event.peek> 0.184359 0.184359 179411 0
<code object <module> at 0x7fc3be0734b0, file "<string>", line 1> 0.0 0.0 1 0
<code object <module> at 0x7fc3be0735b0, file "<string>", line 1> 0.0 0.0 1 0
<code object <module> at 0x7fc3be0737b0, file "<string>", line 1> 0.0 0.0 1 0
<code object <module> at 0x7fc3be073830, file "<string>", line 1> 0.0 0.0 1 0
<code object <module> at 0x7fc3be073a30, file "<string>", line 1> 0.0 0.0 1 0
<code object <module> at 0x7fc3be073b30, file "<string>", line 1> 0.0 0.0 1 0
<code object <module> at 0x7fc3be073c30, file "<string>", line 1> 0.0 0.0 1 0
<code object <module> at 0x7fc3be073f30, file "<string>", line 1> 0.0 0.0 1 0
<code object <module> at 0x7fc3be07a1b0, file "<string>", line 1> 0.0 0.0 1 0
<code object <module> at 0x7fc3be07a2b0, file "<string>", line 1> 0.0 0.0 1 0
<code object <module> at 0x7fc3be07a3b0, file "<string>", line 1> 7e-06 0.0 1 0
<code object <module> at 0x7fc3be07a4b0, file "<string>", line 1> 0.0 0.0 1 0
<code object <module> at 0x7fc3be07a6b0, file "<string>", line 1> 0.0 0.0 1 0
<code object <module> at 0x7fc3be07a730, file "<string>", line 1> 0.0 0.0 1 0
<code object <module> at 0x7fc3be07a7b0, file "<string>", line 1> 0.0 0.0 1 0
<code object <module> at 0x7fc3be07a8b0, file "<string>", line 1> 0.0 0.0 1 0
<code object <module> at 0x7fc3be07a9b0, file "<string>", line 1> 0.0 0.0 1 0
<code object <module> at 0x7fc3be07aab0, file "<string>", line 1> 0.0 0.0 1 0
<code object <module> at 0x7fc3be07ab30, file "<string>", line 1> 0.0 0.0 1 0
<code object <module> at 0x7fc3be07ac30, file "<string>", line 1> 0.0 0.0 1 0
<code object <module> at 0x7fc3be07af30, file "<string>", line 1> 0.0 0.0 1 0
<code object <module> at 0x7fc3be0820b0, file "<string>", line 1> 0.0 0.0 1 0
<code object <module> at 0x7fc3be082130, file "<string>", line 1> 0.0 0.0 1 0
<code object <module> at 0x7fc3be0821b0, file "<string>", line 1> 0.0 0.0 1 0
<code object <module> at 0x7fc3be082230, file "<string>", line 1> 0.0 0.0 1 0
<code object <module> at 0x7fc3be0822b0, file "<string>", line 1> 0.0 0.0 1 0
<code object <module> at 0x7fc3be082530, file "<string>", line 1> 0.0 0.0 1 0
<code object <module> at 0x7fc3be0825b0, file "<string>", line 1> 0.0 0.0 1 0
<code object <module> at 0x7fc3be082630, file "<string>", line 1> 0.0 0.0 1 0
<code object <module> at 0x7fc3be0826b0, file "<string>", line 1> 0.0 0.0 1 0
<code object <module> at 0x7fc3be082830, file "<string>", line 1> 0.0 0.0 1 0
<code object <module> at 0x7fc3be0828b0, file "<string>", line 1> 0.0 0.0 1 0
<code object <module> at 0x7fc3be082930, file "<string>", line 1> 0.0 0.0 1 0
<code object <module> at 0x7fc3be0829b0, file "<string>", line 1> 0.0 0.0 1 0
<code object <module> at 0x7fc3be082bb0, file "<string>", line 1> 0.0 0.0 1 0
<code object <module> at 0x7fc3be082c30, file "<string>", line 1> 0.0 0.0 1 0
<code object <module> at 0x7fc3be082cb0, file "<string>", line 1> 0.0 0.0 1 0
<code object <module> at 0x7fc3be082d30, file "<string>", line 1> 0.0 0.0 1 0
<code object <module> at 0x7fc3be082e30, file "<string>", line 1> 0.0 0.0 1 0
<code object <module> at 0x7fc3be082eb0, file "<string>", line 1> 0.0 0.0 1 0
<code object <module> at 0x7fc3be082f30, file "<string>", line 1> 0.0 0.0 1 0
<code object <module> at 0x7fc3c2f550b0, file "<string>", line 1> 0.0 0.0 1 0
<code object <module> at 0x7fc3c2f557b0, file "<string>", line 1> 0.0 0.0 1 0
<code object <module> at 0x7fc3c2f612b0, file "<string>", line 1> 0.0 0.0 1 0
<code object <module> at 0x7fc3c2f61330, file "<string>", line 1> 0.0 0.0 1 0
<code object <module> at 0x7fc3c2f61430, file "<string>", line 1> 0.0 0.0 1 0
<code object <module> at 0x7fc3c2f61530, file "<string>", line 1> 0.0 0.0 1 0
<code object <module> at 0x7fc3c2f615b0, file "<string>", line 1> 0.0 0.0 1 0
<code object <module> at 0x7fc3c2f61630, file "<string>", line 1> 0.0 0.0 1 0
<code object <module> at 0x7fc3c2f616b0, file "<string>", line 1> 0.0 0.0 1 0
<code object <module> at 0x7fc3c2f61730, file "<string>", line 1> 0.0 0.0 1 0
<code object <module> at 0x7fc3c2f61830, file "<string>", line 1> 0.0 0.0 1 0
<code object <module> at 0x7fc3c2f61930, file "<string>", line 1> 0.0 0.0 1 0
<code object <module> at 0x7fc3c2f61ab0, file "<string>", line 1> 0.0 0.0 1 0
<code object <module> at 0x7fc3c2f61b30, file "<string>", line 1> 0.0 0.0 1 0
<code object <module> at 0x7fc3c2f61bb0, file "<string>", line 1> 0.0 0.0 1 0
<code object <module> at 0x7fc3c2f61d30, file "<string>", line 1> 0.0 0.0 1 0
<code object <module> at 0x7fc3c2f61db0, file "<string>", line 1> 0.0 0.0 1 0
<code object <module> at 0x7fc3c2f61e30, file "<string>", line 1> 0.0 0.0 1 0
<code object <module> at 0x7fc3c2fa1ab0, file "<string>", line 1> 0.0 0.0 1 0
<code object <module> at 0x7fc3c2fac5b0, file "<string>", line 1> 0.0 0.0 1 0
<code object <module> at 0x7fc3c2fbda30, file "<string>", line 1> 0.0 0.0 1 0
<code object <module> at 0x7fc3c2fc16b0, file "<string>", line 1> 0.0 0.0 1 0
<code object <module> at 0x7fc3c2fc1730, file "<string>", line 1> 0.0 0.0 1 0
<code object <module> at 0x7fc3c2fc17b0, file "<string>", line 1> 0.0 0.0 1 0
<code object <module> at 0x7fc3c2fcfab0, file "<string>", line 1> 0.0 0.0 1 0
<code object <module> at 0x7fc3c2fe4030, file "<string>", line 1> 0.0 0.0 1 0
<code object <module> at 0x7fc3c2fea6b0, file "<string>", line 1> 0.0 0.0 1 0
<code object <module> at 0x7fc3c2fef0b0, file "<string>", line 1> 0.0 0.0 1 0
<code object <module> at 0x7fc3c2ff4330, file "<string>", line 1> 0.0 0.0 1 0
<code object components at 0x7fc3c303fcb0, file "/media/neve/nout/Projects/Jehuti/_src/gam_setting.py", line 141> 0.0 0.0 1 0
<code object plug_game at 0x7fc3c306c230, file "/media/neve/nout/Projects/Jehuti/_src/gam_scene.py", line 30> 0.0 0.0 1 0
<code object __init__ at 0x7fc3c308bc30, file "/media/neve/nout/Projects/Jehuti/_src/gam_text.py", line 199> 0.0 0.0 1 0
<code object data at 0x7fc3c877fc30, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_canvas.py", line 632> 0.0 0.0 1 0
<code object <module> at 0x7fc3cd2380b0, file "<string>", line 1> 0.0 0.0 1 0
<code object <module> at 0x7fc3cd238130, file "<string>", line 1> 0.0 0.0 1 0
<code object <genexpr> at 0x7fc3cd454f30, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_data.py", line 962> 0.0 0.0 4 0
<code object <module> at 0x7fc3cd45cf30, file "<string>", line 1> 0.0 0.0 1 0
<code object set_handle at 0x7fc3cd6a5c30, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_events.py", line 51> 0.0 0.0 1 0
<code object undo_stack at 0x7fc3cd6ae4b0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_events.py", line 377> 0.0 0.0 2 0
<code object parse at 0x7fc3e8bc9130, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_winfieldcont.py", line 363> 0.0 0.0 8 0
<code object sound at 0x7fc3ea340f30, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_winfields.py", line 355> 0.0 0.0 1 0
<code object make_surface at 0x7fc3ea34d830, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_ui_complete.py", line 200> 0.0 0.0 2 0
<code object ungrab at 0x7fc3ea34deb0, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_ui_basics.py", line 67> 0.0 0.0 1 0
<code object keymap at 0x7fc3ea35a030, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_ui_basics.py", line 706> 0.0 0.0 2 0
<code object <module> at 0x7fc3ea39c430, file "<string>", line 1> 0.0 0.0 1 0
<code object components at 0x7fc3ea39cf30, file "/media/neve/nout/Projects/Jehuti/_src/graphview/gv_gui.py", line 73> 0.0 0.0 1 0
